ds,y
2010-12-01,101
2010-12-02,1448
2010-12-03,14
2010-12-05,97
2010-12-06,55
2010-12-07,65
2010-12-09,24
2010-12-10,26
2010-12-12,73
2010-12-13,38
2010-12-14,126
2010-12-15,12
2010-12-16,109
2010-12-17,29
2010-12-20,11
2010-12-21,2
2011-01-04,1
2011-01-05,18
2011-01-06,252
2011-01-09,14
2011-01-10,12
2011-01-11,12
2011-01-13,12
2011-01-14,36
2011-01-17,25
2011-01-18,13
2011-01-19,24
2011-01-20,24
2011-01-21,13
2011-01-23,17
2011-01-24,12
2011-01-25,22
2011-01-26,24
2011-01-27,12
2011-01-28,12
2011-01-30,2
2011-01-31,61
2011-02-01,24
2011-02-02,25
2011-02-03,422
2011-02-04,24
2011-02-08,1
2011-02-09,12
2011-02-11,12
2011-02-14,13
2011-02-17,14
2011-02-18,12
2011-02-21,15
2011-02-22,13
2011-02-23,36
2011-02-24,36
2011-02-25,24
2011-02-27,1
2011-02-28,12
2011-03-01,48
2011-03-03,240
2011-03-04,304
2011-03-07,252
2011-03-08,2
2011-03-09,26
2011-03-10,36
2011-03-13,3
2011-03-14,60
2011-03-15,12
2011-03-16,12
2011-03-17,60
2011-03-18,12
2011-03-20,36
2011-03-22,24
2011-03-23,36
2011-03-27,60
2011-03-28,25
2011-03-29,69
2011-03-30,24
2011-03-31,51
2011-04-01,572
2011-04-03,1
2011-04-05,6
2011-04-07,16
2011-04-08,73
2011-04-10,12
2011-04-11,36
2011-04-13,36
2011-04-17,24
2011-04-18,23
2011-04-19,30
2011-04-20,36
2011-04-21,36
2011-04-26,36
2011-04-27,304
2011-04-28,24
2011-05-04,48
2011-05-05,53
2011-05-06,27
2011-05-08,24
2011-05-09,24
2011-05-10,24
2011-05-11,36
2011-05-13,60
2011-05-15,16
2011-05-16,84
2011-05-17,24
2011-05-18,24
2011-05-19,156
2011-05-20,12
2011-05-22,12
2011-05-23,12
2011-05-24,25
2011-05-25,12
2011-05-26,24
2011-05-27,12
2011-05-31,280
2011-06-01,1
2011-06-03,12
2011-06-05,12
2011-06-06,12
2011-06-07,12
2011-06-08,24
2011-06-09,24
2011-06-12,12
2011-06-13,36
2011-06-14,2
2011-06-15,264
2011-06-16,72
2011-06-17,36
2011-06-19,24
2011-06-20,1
2011-06-21,12
2011-06-22,84
2011-06-23,240
2011-06-24,1
2011-06-29,25
2011-06-30,14
2011-07-01,72
2011-07-03,15
2011-07-04,14
2011-07-05,49
2011-07-06,3
2011-07-07,4
2011-07-08,12
2011-07-10,3
2011-07-11,6
2011-07-12,12
2011-07-13,12
2011-07-14,48
2011-07-15,85
2011-07-17,12
2011-07-18,61
2011-07-19,133
2011-07-21,12
2011-07-22,1
2011-07-24,24
2011-07-25,86
2011-07-27,12
2011-07-28,12
2011-07-29,37
2011-07-31,39
2011-08-01,48
2011-08-02,12
2011-08-03,24
2011-08-04,288
2011-08-05,7
2011-08-07,2
2011-08-08,701
2011-08-10,1
2011-08-11,144
2011-08-12,11
2011-08-15,24
2011-08-17,72
2011-08-18,240
2011-08-22,39
2011-08-23,48
2011-08-24,255
2011-08-26,24
2011-08-30,1
2011-08-31,12
2011-09-01,720
2011-09-02,852
2011-09-04,36
2011-09-05,103
2011-09-06,12
2011-09-07,64
2011-09-08,42
2011-09-09,14
2011-09-11,27
2011-09-12,44
2011-09-13,38
2011-09-14,29
2011-09-15,157
2011-09-16,36
2011-09-18,3
2011-09-19,122
2011-09-20,12
2011-09-21,269
2011-09-22,61
2011-09-23,19
2011-09-25,62
2011-09-26,48
2011-09-27,3
2011-09-28,50
2011-09-29,65
2011-09-30,132
2011-10-02,14
2011-10-03,45
2011-10-04,1566
2011-10-05,64
2011-10-06,58
2011-10-07,98
2011-10-10,34
2011-10-11,24
2011-10-12,109
2011-10-13,61
2011-10-14,12
2011-10-16,12
2011-10-17,293
2011-10-18,107
2011-10-19,77
