ds,y
2010-12-01,224
2010-12-02,503
2010-12-03,48
2010-12-05,129
2010-12-06,130
2010-12-07,271
2010-12-08,91
2010-12-09,120
2010-12-10,152
2010-12-12,25
2010-12-13,82
2010-12-14,228
2010-12-15,120
2010-12-16,160
2010-12-17,40
2010-12-19,8
2010-12-21,24
2010-12-23,16
2011-01-04,72
2011-01-05,232
2011-01-06,88
2011-01-07,24
2011-01-09,64
2011-01-10,88
2011-01-11,256
2011-01-12,32
2011-01-13,38
2011-01-14,24
2011-01-16,4
2011-01-17,33
2011-01-18,16
2011-01-19,8
2011-01-20,24
2011-01-21,24
2011-01-23,34
2011-01-24,208
2011-01-25,32
2011-01-26,24
2011-01-27,16
2011-01-28,40
2011-01-30,24
2011-01-31,366
2011-02-01,304
2011-02-02,224
2011-02-03,24
2011-02-04,8
2011-02-06,11
2011-02-07,8
2011-02-08,8
2011-02-09,16
2011-02-10,72
2011-02-11,32
2011-02-13,24
2011-02-14,236
2011-02-15,84
2011-02-16,156
2011-02-17,24
2011-02-18,80
2011-02-20,8
2011-02-21,40
2011-02-22,40
2011-02-23,96
2011-02-24,32
2011-02-25,24
2011-02-27,96
2011-02-28,20
2011-03-01,24
2011-03-02,6
2011-03-03,48
2011-03-04,72
2011-03-06,43
2011-03-07,200
2011-03-08,80
2011-03-09,40
2011-03-10,72
2011-03-11,216
2011-03-13,34
2011-03-14,272
2011-03-15,363
2011-03-16,176
2011-03-17,64
2011-03-18,37
2011-03-20,56
2011-03-21,138
2011-03-22,69
2011-03-23,56
2011-03-24,80
2011-03-25,40
2011-03-27,8
2011-03-28,96
2011-03-29,24
2011-03-30,24
2011-03-31,324
2011-04-01,117
2011-04-04,147
2011-04-05,248
2011-04-06,32
2011-04-07,57
2011-04-08,232
2011-04-10,37
2011-04-11,57
2011-04-12,168
2011-04-13,162
2011-04-14,280
2011-04-15,24
2011-04-17,124
2011-04-18,60
2011-04-19,248
2011-04-20,16
2011-04-21,288
2011-04-26,111
2011-04-27,88
2011-04-28,64
2011-05-01,1
2011-05-03,52
2011-05-04,96
2011-05-05,114
2011-05-06,128
2011-05-08,204
2011-05-09,40
2011-05-10,192
2011-05-11,448
2011-05-12,360
2011-05-13,117
2011-05-15,44
2011-05-16,64
2011-05-17,168
2011-05-18,136
2011-05-19,48
2011-05-20,136
2011-05-22,43
2011-05-23,116
2011-05-24,100
2011-05-25,29
2011-05-26,264
2011-05-27,16
2011-05-29,40
2011-05-31,104
2011-06-01,64
2011-06-02,56
2011-06-03,64
2011-06-05,96
2011-06-06,64
2011-06-07,44
2011-06-08,104
2011-06-09,32
2011-06-10,40
2011-06-12,8
2011-06-13,16
2011-06-14,52
2011-06-15,48
2011-06-16,57
2011-06-17,233
2011-06-19,40
2011-06-20,24
2011-06-21,82
2011-06-22,60
2011-06-23,48
2011-06-24,56
2011-06-27,76
2011-06-28,40
2011-06-29,104
2011-06-30,56
2011-07-01,16
2011-07-04,32
2011-07-05,92
2011-07-06,136
2011-07-07,120
2011-07-08,64
2011-07-10,16
2011-07-11,119
2011-07-12,8
2011-07-13,82
2011-07-14,64
2011-07-15,16
2011-07-17,83
2011-07-18,82
2011-07-19,134
2011-07-20,18
2011-07-21,160
2011-07-22,56
2011-07-24,69
2011-07-25,104
2011-07-26,16
2011-07-27,56
2011-07-28,86
2011-07-29,152
2011-07-31,64
2011-08-01,88
2011-08-02,24
2011-08-03,82
2011-08-04,3359
2011-08-05,86
2011-08-07,161
2011-08-08,128
2011-08-09,48
2011-08-10,96
2011-08-11,1008
2011-08-12,32
2011-08-14,11
2011-08-15,64
2011-08-16,60
2011-08-17,32
2011-08-18,95
2011-08-19,224
2011-08-21,81
2011-08-22,206
2011-08-23,48
2011-08-24,96
2011-08-25,400
2011-08-26,40
2011-08-28,60
2011-08-30,8
2011-08-31,16
2011-09-01,96
2011-09-02,16
2011-09-04,80
2011-09-05,48
2011-09-06,88
2011-09-07,72
2011-09-08,136
2011-09-09,40
2011-09-11,104
2011-09-12,48
2011-09-13,296
2011-09-14,48
2011-09-15,400
2011-09-16,68
2011-09-18,48
2011-09-19,104
2011-09-20,64
2011-09-21,56
2011-09-22,348
2011-09-23,32
2011-09-25,97
2011-09-26,245
2011-09-27,74
2011-09-28,224
2011-09-29,184
2011-09-30,48
2011-10-02,24
2011-10-03,72
2011-10-04,84
2011-10-05,91
2011-10-06,285
2011-10-07,48
2011-10-09,9
2011-10-10,40
2011-10-11,76
2011-10-12,56
2011-10-13,116
2011-10-14,72
2011-10-16,60
2011-10-17,392
2011-10-18,48
2011-10-19,158
2011-10-20,156
2011-10-21,16
2011-10-23,59
2011-10-24,128
2011-10-25,80
2011-10-26,217
2011-10-27,40
2011-10-28,49
2011-10-30,264
2011-10-31,120
2011-11-01,294
2011-11-02,128
2011-11-03,210
2011-11-04,80
2011-11-06,136
