ds,y
2011-05-10,2
2011-05-11,209
2011-05-12,101
2011-05-13,28
2011-05-15,4
2011-05-16,37
2011-05-17,79
2011-05-18,50
2011-05-19,48
2011-05-20,12
2011-05-22,30
2011-05-23,8
2011-05-24,60
2011-05-25,80
2011-05-26,263
2011-05-27,33
2011-05-29,10
2011-05-31,77
2011-06-01,40
2011-06-02,17
2011-06-03,1
2011-06-06,2
2011-06-08,10
2011-06-09,170
2011-06-10,15
2011-06-12,2
2011-06-13,62
2011-06-14,3
2011-06-15,390
2011-06-16,38
2011-06-17,78
2011-06-19,71
2011-06-20,101
2011-06-21,31
2011-06-22,375
2011-06-23,27
2011-06-24,84
2011-06-26,33
2011-06-27,15
2011-06-28,2
2011-06-29,49
2011-06-30,97
2011-07-01,8
2011-07-03,3
2011-07-04,84
2011-07-05,13
2011-07-06,25
2011-07-07,2
2011-07-08,2
2011-07-10,14
2011-07-11,2
2011-07-12,2
2011-07-13,120
2011-07-14,3
2011-07-15,1
2011-07-21,2
2011-07-22,24
2011-07-26,1
2011-07-27,9
2011-07-28,2
2011-07-29,1
2011-08-01,2
2011-08-02,1
2011-08-04,3
2011-08-09,1
2011-08-10,2
2011-08-11,7
2011-08-15,20
2011-08-17,1
2011-08-24,7
2011-08-25,2
2011-08-26,880
2011-08-28,279
2011-08-30,273
2011-08-31,789
2011-09-01,78
2011-09-02,21
2011-09-05,2
2011-09-07,6
2011-09-09,2
2011-09-12,8
2011-09-13,349
2011-09-15,5
2011-09-16,3
2011-09-19,110
2011-09-20,7
2011-09-21,3
2011-09-22,9
2011-09-23,16
2011-09-26,18
2011-09-27,10
2011-09-28,24
2011-09-30,9
2011-10-03,365
2011-10-04,19
2011-10-05,7
2011-10-06,1
2011-10-10,2
2011-10-11,1
2011-10-14,6
2011-10-18,14
2011-10-26,1157
2011-10-27,2647
2011-10-28,1469
2011-10-30,320
2011-10-31,340
2011-11-01,346
2011-11-02,613
2011-11-03,464
2011-11-04,558
