ds,y
2010-12-02,3264
2010-12-03,49
2010-12-05,96
2010-12-06,8
2010-12-07,50
2010-12-08,240
2010-12-09,52
2010-12-10,67
2010-12-12,96
2010-12-13,242
2010-12-14,144
2010-12-16,51
2010-12-17,637
2010-12-19,99
2010-12-20,52
2010-12-21,48
2011-01-04,1
2011-01-05,624
2011-01-10,48
2011-01-11,144
2011-01-12,48
2011-01-14,49
2011-01-24,288
2011-01-25,2
2011-01-26,48
2011-01-27,144
2011-01-28,48
2011-01-31,48
2011-02-01,48
2011-02-02,100
2011-02-03,2640
2011-02-04,1
2011-02-08,48
2011-02-14,48
2011-02-17,96
2011-02-18,88
2011-02-20,192
2011-02-21,65
2011-02-23,144
2011-02-27,48
2011-03-01,96
2011-03-02,288
2011-03-04,1296
2011-03-07,576
2011-03-08,144
2011-03-09,48
2011-03-10,336
2011-03-13,96
2011-03-14,240
2011-03-15,48
2011-03-16,48
2011-03-17,96
2011-03-20,48
2011-03-22,48
2011-03-23,48
2011-03-25,96
2011-03-28,96
2011-03-30,144
2011-03-31,96
2011-04-01,2304
2011-04-03,576
2011-04-05,48
2011-04-06,48
2011-04-07,200
2011-04-08,48
2011-04-10,48
2011-04-11,96
2011-04-12,336
2011-04-13,1776
2011-04-15,48
2011-04-17,192
2011-04-18,626
2011-04-19,53
2011-04-20,48
2011-04-21,1200
2011-04-26,1248
2011-04-27,1152
2011-04-28,192
2011-05-03,48
2011-05-04,432
2011-05-05,53
2011-05-06,240
2011-05-08,144
2011-05-10,288
2011-05-11,288
2011-05-12,576
2011-05-15,96
2011-05-16,48
2011-05-17,432
2011-05-18,144
2011-05-19,96
2011-05-20,288
2011-05-23,144
2011-05-24,192
2011-05-25,96
2011-05-26,96
2011-05-27,48
2011-05-31,1200
2011-06-01,50
2011-06-02,3
2011-06-03,48
2011-06-05,144
2011-06-07,336
2011-06-08,96
2011-06-09,48
2011-06-13,1
2011-06-14,48
2011-06-17,48
2011-06-19,48
2011-06-20,384
2011-06-21,96
2011-06-22,240
2011-06-23,97
2011-06-24,144
2011-06-27,48
2011-06-28,96
2011-06-29,3
2011-06-30,144
2011-07-04,97
2011-07-05,56
2011-07-06,625
2011-07-07,235
2011-07-08,96
2011-07-11,672
2011-07-13,48
2011-07-14,48
2011-07-15,192
2011-07-17,144
2011-07-19,240
2011-07-20,96
2011-07-21,240
2011-07-22,102
2011-07-24,48
2011-07-25,290
2011-07-26,100
2011-07-27,49
2011-07-28,288
2011-07-29,48
2011-07-31,48
2011-08-03,96
2011-08-04,2
2011-08-08,96
2011-08-10,97
2011-08-11,336
2011-08-12,48
2011-08-15,144
2011-08-16,144
2011-08-17,48
2011-08-19,144
2011-08-21,48
2011-08-22,48
2011-08-23,240
2011-08-24,576
2011-08-26,96
2011-08-28,96
2011-08-30,2
2011-09-01,144
2011-09-02,48
2011-09-04,96
2011-09-05,144
2011-09-07,48
2011-09-08,48
2011-09-09,48
2011-09-11,144
2011-09-12,48
2011-09-13,384
2011-09-15,624
2011-09-16,192
2011-09-18,48
2011-09-19,48
2011-09-20,96
2011-09-21,11
2011-09-22,240
2011-09-23,96
2011-09-25,96
2011-09-26,101
2011-09-27,144
2011-09-28,184
2011-09-29,144
2011-09-30,339
2011-10-02,96
2011-10-03,151
2011-10-04,118
2011-10-05,384
2011-10-07,96
2011-10-09,240
2011-10-10,196
2011-10-11,145
2011-10-12,101
2011-10-13,96
2011-10-14,48
2011-10-16,144
2011-10-17,63
2011-10-18,48
2011-10-19,192
2011-10-20,192
2011-10-21,432
2011-10-23,48
2011-10-24,240
2011-10-25,48
2011-10-26,144
2011-10-27,4848
2011-10-30,48
2011-10-31,62
2011-11-02,288
