ds,y
2010-12-01,274
2010-12-02,136
2010-12-03,140
2010-12-05,133
2010-12-06,237
2010-12-07,274
2010-12-08,107
2010-12-09,154
2010-12-10,223
2010-12-12,60
2010-12-13,205
2010-12-14,115
2010-12-15,91
2010-12-16,131
2010-12-17,55
2010-12-20,51
2010-12-21,70
2010-12-23,4
2011-01-04,1
2011-01-05,10
2011-01-06,3
2011-01-07,2
2011-01-10,1
2011-01-12,5
2011-01-17,2
2011-02-17,2
2011-02-22,2
2011-02-28,1
2011-03-01,4
2011-03-02,40
2011-03-08,1
2011-03-23,2
2011-03-24,40
2011-04-03,3
2011-04-07,9
2011-04-18,1
2011-05-06,4
2011-05-10,13
2011-06-07,1
2011-06-08,1
2011-06-14,1
2011-06-23,6
2011-06-27,4
2011-06-28,320
2011-06-29,11
2011-07-03,30
2011-07-05,18
2011-07-12,2
2011-07-14,13
2011-07-15,1
2011-07-18,19
2011-07-20,3
2011-07-21,8
2011-07-24,2
2011-07-26,22
2011-07-27,7
2011-07-28,190
2011-07-29,6
2011-07-31,62
2011-08-02,46
2011-08-03,44
2011-08-04,145
2011-08-05,46
2011-08-11,13
2011-08-14,9
2011-08-17,20
2011-08-19,6
2011-08-21,10
2011-08-22,6
2011-08-23,1
2011-08-24,8
2011-08-25,1
2011-08-26,12
2011-08-30,83
2011-08-31,40
2011-09-01,40
2011-09-02,5
2011-09-04,24
2011-09-05,210
2011-09-06,24
2011-09-07,15
2011-09-08,10
2011-09-09,25
2011-09-11,211
2011-09-12,118
2011-09-13,170
2011-09-14,50
2011-09-15,156
2011-09-16,99
2011-09-18,8
2011-09-19,70
2011-09-20,63
2011-09-21,29
2011-09-22,175
2011-09-23,122
2011-09-25,143
2011-09-26,38
2011-09-27,105
2011-09-28,22
2011-09-29,96
2011-09-30,78
2011-10-02,20
2011-10-03,70
2011-10-04,743
2011-10-05,45
2011-10-06,60
2011-10-07,33
2011-10-09,26
2011-10-10,378
2011-10-11,100
2011-10-12,164
2011-10-13,55
2011-10-14,52
2011-10-16,70
2011-10-17,323
2011-10-18,71
2011-10-19,137
2011-10-20,116
2011-10-21,96
2011-10-23,13
2011-10-24,391
2011-10-25,130
2011-10-26,48
2011-10-27,71
2011-10-28,30
2011-10-30,94
2011-10-31,93
2011-11-01,82
2011-11-02,254
2011-11-03,1079
2011-11-04,144
