ds,y
2010-12-01,271
2010-12-02,74
2010-12-03,67
2010-12-05,81
2010-12-06,265
2010-12-07,130
2010-12-08,213
2010-12-09,260
2010-12-10,95
2010-12-12,49
2010-12-13,45
2010-12-14,282
2010-12-15,355
2010-12-16,19
2010-12-17,272
2010-12-19,8
2010-12-20,169
2010-12-21,75
2010-12-23,8
2011-01-04,23
2011-01-05,3
2011-01-06,736
2011-01-07,36
2011-01-09,9
2011-01-10,7
2011-01-11,20
2011-01-12,24
2011-01-13,29
2011-01-14,34
2011-01-16,230
2011-01-17,41
2011-01-18,4
2011-01-19,52
2011-01-20,12
2011-01-21,152
2011-01-24,23
2011-01-25,134
2011-01-26,103
2011-01-27,57
2011-01-28,24
2011-01-30,10
2011-01-31,61
2011-02-01,6
2011-02-02,6
2011-02-04,34
2011-02-07,13
2011-02-08,39
2011-02-09,36
2011-02-10,44
2011-02-11,102
2011-02-13,5
2011-02-14,17
2011-02-15,633
2011-02-16,21
2011-02-17,311
2011-02-18,48
2011-02-20,10
2011-02-21,9
2011-02-22,106
2011-02-23,1048
2011-02-24,48
2011-02-25,101
2011-02-28,29
2011-03-01,17
2011-03-02,112
2011-03-03,134
2011-03-04,78
2011-03-07,67
2011-03-08,13
2011-03-09,143
2011-03-10,14
2011-03-11,542
2011-03-14,240
2011-03-15,65
2011-03-16,100
2011-03-17,64
2011-03-18,87
2011-03-20,27
2011-03-21,49
2011-03-22,37
2011-03-23,19
2011-03-24,34
2011-03-25,77
2011-03-27,21
2011-03-28,38
2011-03-29,663
2011-03-30,28
2011-03-31,134
2011-04-01,136
2011-04-03,43
2011-04-04,112
2011-04-05,124
2011-04-06,56
2011-04-07,232
2011-04-08,16
2011-04-10,24
2011-04-11,48
2011-04-12,54
2011-04-13,25
2011-04-14,640
2011-04-15,14
2011-04-17,3
2011-04-18,46
2011-04-19,6
2011-04-20,48
2011-04-21,132
2011-04-26,50
2011-04-27,60
2011-05-01,200
2011-05-03,39
2011-05-04,221
2011-05-05,19
2011-05-06,30
2011-05-08,63
2011-05-09,64
2011-05-10,56
2011-05-11,84
2011-05-12,51
2011-05-13,115
2011-05-15,11
2011-05-16,61
2011-05-17,556
2011-05-18,93
2011-05-19,140
2011-05-20,420
2011-05-22,30
2011-05-23,44
2011-05-24,63
2011-05-25,73
2011-05-26,38
2011-05-27,4314
2011-05-29,30
2011-05-31,34
2011-06-01,6
2011-06-02,44
2011-06-03,368
2011-06-05,81
2011-06-06,17
2011-06-07,19
2011-06-08,51
2011-06-09,161
2011-06-10,105
2011-06-12,57
2011-06-13,33
2011-06-14,127
2011-06-15,128
2011-06-16,13
2011-06-17,82
2011-06-19,54
2011-06-20,59
2011-06-21,49
2011-06-22,1
2011-06-23,110
2011-06-24,126
2011-06-27,60
2011-06-28,56
2011-06-29,24
2011-06-30,264
2011-07-01,26
2011-07-04,57
2011-07-05,227
2011-07-06,16
2011-07-07,48
2011-07-08,259
2011-07-10,29
2011-07-11,14
2011-07-12,20
2011-07-13,35
2011-07-14,70
2011-07-15,4
2011-07-17,14
2011-07-18,48
2011-07-19,97
2011-07-20,74
2011-07-21,168
2011-07-22,100
2011-07-24,134
2011-07-25,31
2011-07-26,25
2011-07-27,72
2011-07-28,18
2011-07-29,86
2011-07-31,204
2011-08-01,21
2011-08-02,45
2011-08-03,15
2011-08-04,2036
2011-08-05,61
2011-08-08,257
2011-08-09,3
2011-08-10,600
2011-08-11,691
2011-08-12,160
2011-08-14,24
2011-08-15,100
2011-08-16,33
2011-08-17,194
2011-08-18,38
2011-08-19,98
2011-08-21,55
2011-08-22,36
2011-08-23,49
2011-08-24,76
2011-08-25,34
2011-08-26,613
2011-08-28,18
2011-08-30,40
2011-08-31,124
2011-09-01,101
2011-09-02,667
2011-09-04,24
2011-09-05,105
2011-09-06,27
2011-09-07,79
2011-09-08,67
2011-09-09,136
2011-09-11,102
2011-09-12,209
2011-09-13,50
2011-09-14,102
2011-09-15,35
2011-09-16,134
2011-09-18,40
2011-09-19,222
2011-09-20,181
2011-09-21,143
2011-09-22,25
2011-09-23,99
2011-09-25,12
2011-09-26,27
2011-09-27,85
2011-09-28,143
2011-09-29,296
2011-09-30,1085
2011-10-02,39
2011-10-03,76
2011-10-04,147
2011-10-05,50
2011-10-06,389
2011-10-07,47
2011-10-09,126
2011-10-10,159
2011-10-11,124
2011-10-12,210
2011-10-13,133
2011-10-14,252
2011-10-16,6
2011-10-17,534
2011-10-18,294
2011-10-19,247
2011-10-20,15
2011-10-21,62
2011-10-23,12
2011-10-24,232
2011-10-25,251
2011-10-26,43
2011-10-27,47
2011-10-28,2065
2011-10-30,137
2011-10-31,210
2011-11-01,286
2011-11-02,172
2011-11-03,20
2011-11-04,174
