ds,y
2010-12-02,48
2010-12-03,15
2010-12-05,12
2010-12-06,4
2010-12-08,13
2010-12-09,1
2010-12-10,3
2010-12-13,4
2010-12-14,12
2010-12-16,12
2010-12-17,7
2010-12-20,6
2010-12-21,24
2011-01-06,13
2011-01-07,5
2011-01-10,19
2011-01-11,12
2011-01-12,4
2011-01-13,121
2011-01-14,3
2011-01-17,15
2011-01-19,12
2011-01-23,12
2011-01-24,3
2011-01-25,48
2011-01-26,12
2011-01-27,48
2011-01-28,1
2011-01-31,649
2011-02-01,36
2011-02-02,4
2011-02-03,12
2011-02-04,1212
2011-02-08,1
2011-02-09,31
2011-02-13,36
2011-02-14,4
2011-02-15,60
2011-02-16,637
2011-02-17,24
2011-02-18,13
2011-02-20,24
2011-02-22,24
2011-02-23,20
2011-02-24,36
2011-02-25,48
2011-02-28,38
2011-03-01,16
2011-03-03,7
2011-03-04,30
2011-03-07,45
2011-03-08,4
2011-03-09,84
2011-03-10,224
2011-03-13,12
2011-03-14,12
2011-03-16,48
2011-03-17,634
2011-03-18,612
2011-03-20,36
2011-03-21,24
2011-03-22,51
2011-03-27,24
2011-03-28,28
2011-03-30,1212
2011-03-31,1
2011-04-01,12
2011-04-04,6
2011-04-07,48
2011-04-08,93
2011-04-11,12
2011-04-12,12
2011-04-13,684
2011-04-14,24
2011-04-15,12
2011-04-17,120
2011-04-18,47
2011-04-19,78
2011-04-20,48
2011-04-21,1
2011-04-26,615
2011-04-27,94
2011-04-28,60
2011-05-01,24
2011-05-03,221
2011-05-05,665
2011-05-06,74
2011-05-08,12
2011-05-09,306
2011-05-10,266
2011-05-11,70
2011-05-12,939
2011-05-13,25
2011-05-15,12
2011-05-16,124
2011-05-17,601
2011-05-18,720
2011-05-19,78
2011-05-20,12
2011-05-22,108
2011-05-23,60
2011-05-24,118
2011-05-25,15
2011-05-26,144
2011-05-27,48
2011-05-29,12
2011-05-31,30
2011-06-01,26
2011-06-02,97
2011-06-03,40
2011-06-06,27
2011-06-07,136
2011-06-08,672
2011-06-09,762
2011-06-10,1
2011-06-12,12
2011-06-13,83
2011-06-14,68
2011-06-15,12
2011-06-16,1026
2011-06-17,36
2011-06-19,60
2011-06-20,18
2011-06-21,38
2011-06-22,36
2011-06-23,49
2011-06-24,16
2011-06-26,12
2011-06-27,72
2011-06-28,12
2011-06-29,5
2011-06-30,30
2011-07-01,24
2011-07-03,24
2011-07-04,35
2011-07-05,1846
2011-07-06,38
2011-07-07,19
2011-07-11,156
2011-07-12,36
2011-07-14,97
2011-07-15,3
2011-07-17,60
2011-07-18,173
2011-07-19,12
2011-07-20,73
2011-07-21,72
2011-07-22,24
2011-07-24,156
2011-07-25,9
2011-07-26,5
2011-07-29,624
2011-08-01,48
2011-08-02,12
2011-08-04,745
2011-08-05,114
2011-08-07,24
2011-08-08,17
2011-08-09,3
2011-08-10,50
2011-08-11,48
2011-08-12,150
2011-08-16,12
2011-08-17,12
2011-08-18,24
2011-08-21,12
2011-08-23,24
2011-08-25,12
2011-08-28,24
2011-08-30,93
2011-08-31,3
2011-09-01,48
2011-09-02,13
2011-09-04,24
2011-09-06,24
2011-09-07,17
2011-09-08,126
2011-09-09,48
2011-09-12,12
2011-09-13,40
2011-09-14,12
2011-09-20,24
2011-09-21,45
2011-09-22,24
2011-09-27,2
2011-09-28,14
2011-09-29,14
2011-10-03,96
2011-10-04,601
2011-10-05,12
2011-10-06,12
2011-10-10,62
2011-10-11,16
2011-10-12,36
2011-10-13,84
2011-10-14,26
2011-10-17,87
2011-10-18,5
2011-10-19,18
2011-10-20,48
2011-10-21,36
2011-10-24,4
