ds,y
2010-12-01,45
2010-12-02,23
2010-12-03,23
2010-12-05,17
2010-12-06,20
2010-12-07,14
2010-12-08,213
2010-12-09,18
2010-12-10,1
2010-12-12,4
2010-12-13,10
2010-12-14,11
2010-12-15,20
2010-12-16,40
2010-12-17,25
2010-12-19,1
2010-12-21,9
2011-01-04,30
2011-01-05,200
2011-01-06,45
2011-01-07,234
2011-01-09,34
2011-01-10,20
2011-01-11,10
2011-01-12,3
2011-01-13,213
2011-01-14,64
2011-01-16,13
2011-01-17,21
2011-01-18,8
2011-01-19,18
2011-01-20,2
2011-01-21,13
2011-01-23,11
2011-01-24,13
2011-01-25,96
2011-01-26,23
2011-01-27,37
2011-01-28,20
2011-01-30,10
2011-01-31,4
2011-02-01,6
2011-02-02,32
2011-02-03,50
2011-02-04,103
2011-02-06,30
2011-02-07,31
2011-02-08,11
2011-02-09,18
2011-02-10,12
2011-02-11,23
2011-02-14,302
2011-02-15,30
2011-02-16,11
2011-02-17,22
2011-02-18,33
2011-02-20,11
2011-02-22,200
2011-02-23,17
2011-02-24,40
2011-02-25,3
2011-02-28,62
2011-03-01,83
2011-03-02,4
2011-03-03,14
2011-03-04,11
2011-03-07,160
2011-03-08,83
2011-03-09,22
2011-03-10,106
2011-03-11,3
2011-03-14,20
2011-03-15,45
2011-03-16,110
2011-03-17,832
2011-03-18,36
2011-03-20,40
2011-03-21,140
2011-03-22,36
2011-03-23,125
2011-03-24,14
2011-03-25,271
2011-03-28,113
2011-03-29,305
2011-03-30,12
2011-03-31,224
2011-04-01,17
2011-04-03,4
2011-04-04,30
2011-04-05,30
2011-04-06,1
2011-04-07,24
2011-04-08,30
2011-04-10,10
2011-04-11,5
2011-04-13,10
2011-04-14,58
2011-04-15,46
2011-04-18,28
2011-04-19,25
2011-04-20,70
2011-04-21,32
2011-04-26,25
2011-04-27,122
2011-04-28,25
2011-05-01,110
2011-05-03,24
2011-05-04,3
2011-05-05,9
2011-05-06,73
2011-05-08,45
2011-05-09,73
2011-05-10,141
2011-05-11,136
2011-05-12,20
2011-05-13,21
2011-05-15,10
2011-05-16,22
2011-05-17,24
2011-05-18,10
2011-05-19,51
2011-05-20,50
2011-05-22,22
2011-05-23,29
2011-05-24,25
2011-05-25,57
2011-05-26,304
2011-05-27,135
2011-05-29,10
2011-05-31,25
2011-06-01,23
2011-06-02,326
2011-06-03,10
2011-06-05,26
2011-06-06,122
2011-06-07,43
2011-06-08,93
2011-06-09,50
2011-06-10,119
2011-06-12,51
2011-06-13,67
2011-06-14,20
2011-06-15,36
2011-06-16,117
2011-06-19,3
2011-06-20,367
2011-06-21,125
2011-06-22,33
2011-06-23,26
2011-06-24,50
2011-06-26,10
2011-06-27,120
2011-06-28,116
2011-06-29,40
2011-06-30,130
2011-07-01,46
2011-07-03,4
2011-07-04,9
2011-07-05,51
2011-07-06,13
2011-07-07,212
2011-07-08,169
2011-07-11,10
2011-07-12,115
2011-07-13,51
2011-07-14,11
2011-07-15,13
2011-07-17,115
2011-07-18,41
2011-07-19,140
2011-07-20,25
2011-07-21,44
2011-07-22,25
2011-07-24,32
2011-07-25,75
2011-07-26,12
2011-07-27,137
2011-07-28,126
2011-07-29,31
2011-07-31,22
2011-08-01,34
2011-08-02,22
2011-08-03,21
2011-08-04,135
2011-08-05,160
2011-08-07,10
2011-08-08,18
2011-08-09,76
2011-08-10,160
2011-08-11,246
2011-08-12,12
2011-08-14,39
2011-08-15,22
2011-08-16,25
2011-08-17,135
2011-08-18,171
2011-08-19,30
2011-08-21,203
2011-08-22,86
2011-08-23,60
2011-08-24,429
2011-08-25,8
2011-08-26,20
2011-08-28,16
2011-08-30,15
2011-08-31,128
2011-09-01,34
2011-09-02,48
2011-09-04,23
2011-09-05,143
2011-09-06,111
2011-09-07,185
2011-09-08,74
2011-09-09,27
2011-09-11,117
2011-09-12,2
2011-09-13,337
2011-09-14,30
2011-09-15,50
2011-09-16,50
2011-09-18,9
2011-09-19,136
2011-09-20,235
2011-09-21,29
2011-09-22,157
2011-09-23,222
2011-09-25,30
2011-09-26,40
2011-09-27,109
2011-09-28,233
2011-09-29,252
2011-09-30,28
2011-10-02,3
2011-10-03,2
2011-10-04,64
2011-10-05,212
2011-10-06,942
2011-10-07,409
2011-10-09,20
2011-10-10,123
2011-10-11,232
2011-10-12,21
2011-10-13,36
2011-10-14,25
2011-10-17,263
2011-10-18,47
2011-10-19,20
2011-10-20,4
2011-10-24,239
2011-10-25,41
2011-10-26,49
2011-10-28,411
2011-10-30,3
2011-10-31,40
2011-11-01,43
2011-11-02,111
2011-11-03,20
2011-11-04,17
2011-11-06,82
