ds,yhat,yhat_lower,yhat_upper
2011-11-05,25.216931216931215,0.0,51.321726130132845
2011-11-06,26.29100529100529,0.18621037780366478,52.39580020420692
2011-11-07,27.365079365079364,1.2602844518777374,53.46987427828099
2011-11-08,28.43915343915344,2.3343585259518136,54.543948352355066
2011-11-09,29.513227513227513,3.408432600025886,55.618022426429135
2011-11-10,30.58730158730159,4.482506674099962,56.69209650050321
2011-11-11,31.66137566137566,5.556580748174035,57.76617057457729
2011-11-12,32.735449735449734,6.630654822248108,58.840244648651364
2011-11-13,33.80952380952381,7.704728896322184,59.91431872272544
2011-11-14,34.883597883597886,8.77880297039626,60.988392796799516
2011-11-15,35.95767195767196,9.852877044470336,62.06246687087359
2011-11-16,37.03174603174603,10.926951118544405,63.136540944947654
2011-11-17,38.10582010582011,12.001025192618481,64.21061501902173
2011-11-18,39.17989417989418,13.07509926669255,65.2846890930958
2011-11-19,40.25396825396825,14.149173340766627,66.35876316716988
2011-11-20,41.32804232804233,15.223247414840703,67.43283724124396
2011-11-21,42.402116402116405,16.29732148891478,68.50691131531804
2011-11-22,43.47619047619048,17.371395562988855,69.58098538939211
2011-11-23,44.55026455026455,18.445469637062924,70.65505946346617
2011-11-24,45.62433862433863,19.519543711137,71.72913353754025
2011-11-25,46.698412698412696,20.59361778521107,72.80320761161433
2011-11-26,47.77248677248677,21.667691859285146,73.8772816856884
2011-11-27,48.84656084656085,22.741765933359222,74.95135575976248
2011-11-28,49.920634920634924,23.815840007433298,76.02542983383655
2011-11-29,50.994708994709,24.889914081507374,77.09950390791063
2011-11-30,52.06878306878307,25.963988155581443,78.17357798198469
2011-12-01,53.142857142857146,27.03806222965552,79.24765205605877
2011-12-02,54.216931216931215,28.11213630372959,80.32172613013284
2011-12-03,55.29100529100529,29.186210377803665,81.39580020420692
2011-12-04,56.36507936507937,30.26028445187774,82.469874278281
