ds,yhat,yhat_lower,yhat_upper
2011-11-05,208.70964285714302,0.0,479.4224273995117
2011-11-06,209.70964285714302,0.0,480.4224273995117
2011-11-07,210.70964285714302,0.0,481.4224273995117
2011-11-08,211.70964285714302,0.0,482.4224273995117
2011-11-09,212.70964285714302,0.0,483.4224273995117
2011-11-10,213.70964285714302,0.0,484.4224273995117
2011-11-11,214.70964285714302,0.0,485.4224273995117
2011-11-12,215.70964285714302,0.0,486.4224273995117
2011-11-13,216.70964285714302,0.0,487.4224273995117
2011-11-14,217.70964285714302,0.0,488.4224273995117
2011-11-15,218.70964285714302,0.0,489.4224273995117
2011-11-16,219.70964285714302,0.0,490.4224273995117
2011-11-17,220.70964285714302,0.0,491.4224273995117
2011-11-18,221.70964285714302,0.0,492.4224273995117
2011-11-19,222.70964285714302,0.0,493.4224273995117
2011-11-20,223.70964285714302,0.0,494.4224273995117
2011-11-21,224.70964285714302,0.0,495.4224273995117
2011-11-22,225.70964285714302,0.0,496.4224273995117
2011-11-23,226.70964285714302,0.0,497.4224273995117
2011-11-24,227.70964285714302,0.0,498.4224273995117
2011-11-25,228.70964285714302,0.0,499.4224273995117
2011-11-26,229.70964285714302,0.0,500.4224273995117
2011-11-27,230.70964285714302,0.0,501.4224273995117
2011-11-28,231.70964285714302,0.0,502.4224273995117
2011-11-29,232.70964285714302,0.0,503.4224273995117
2011-11-30,233.70964285714302,0.0,504.4224273995117
2011-12-01,234.70964285714302,0.0,505.4224273995117
2011-12-02,235.70964285714302,0.0,506.4224273995117
2011-12-03,236.70964285714302,0.0,507.4224273995117
2011-12-04,237.70964285714302,0.0,508.4224273995117
