ds,yhat,yhat_lower,yhat_upper
2011-11-05,52.588624338624335,12.596644322520284,92.5806043547284
2011-11-06,51.070105820105816,11.078125804001765,91.06208583620986
2011-11-07,49.5515873015873,9.559607285483246,89.54356731769136
2011-11-08,48.03306878306878,8.041088766964727,88.02504879917282
2011-11-09,46.51455026455026,6.522570248446208,86.50653028065432
2011-11-10,44.99603174603175,5.004051729927696,84.9880117621358
2011-11-11,43.47751322751323,3.4855332114091766,83.46949324361728
2011-11-12,41.95899470899471,1.9670146928906576,81.95097472509876
2011-11-13,40.44047619047619,0.4484961743721385,80.43245620658024
2011-11-14,38.92195767195767,0.0,78.91393768806172
2011-11-15,37.40343915343915,0.0,77.3954191695432
2011-11-16,35.88492063492063,0.0,75.87690065102468
2011-11-17,34.366402116402114,0.0,74.35838213250616
2011-11-18,32.847883597883595,0.0,72.83986361398765
2011-11-19,31.329365079365076,0.0,71.32134509546913
2011-11-20,29.810846560846556,0.0,69.80282657695061
2011-11-21,28.292328042328037,0.0,68.28430805843209
2011-11-22,26.77380952380952,0.0,66.76578953991357
2011-11-23,25.255291005291,0.0,65.24727102139505
2011-11-24,23.73677248677248,0.0,63.72875250287653
2011-11-25,22.218253968253965,0.0,62.21023398435801
2011-11-26,20.699735449735442,0.0,60.69171546583949
2011-11-27,19.181216931216923,0.0,59.173196947320974
2011-11-28,17.66269841269841,0.0,57.65467842880246
2011-11-29,16.144179894179892,0.0,56.13615991028394
2011-11-30,14.625661375661373,0.0,54.617641391765424
2011-12-01,13.107142857142854,0.0,53.099122873246905
2011-12-02,11.588624338624335,0.0,51.580604354728386
2011-12-03,10.070105820105816,0.0,50.06208583620987
2011-12-04,8.551587301587297,0.0,48.54356731769135
