ds,yhat,yhat_lower,yhat_upper
2011-11-03,250.7647089947091,0.0,728.4929589200407
2011-11-04,254.61656084656096,0.0,732.3448107718925
2011-11-05,258.4684126984128,0.0,736.1966626237444
2011-11-06,262.32026455026465,0.0,740.0485144755962
2011-11-07,266.1721164021165,0.0,743.9003663274481
2011-11-08,270.02396825396835,0.0,747.7522181792999
2011-11-09,273.87582010582025,0.0,751.6040700311519
2011-11-10,277.7276719576721,0.0,755.4559218830036
2011-11-11,281.57952380952395,0.0,759.3077737348556
2011-11-12,285.4313756613758,0.0,763.1596255867073
2011-11-13,289.28322751322764,0.0,767.0114774385593
2011-11-14,293.1350793650795,0.0,770.863329290411
2011-11-15,296.98693121693134,0.0,774.715181142263
2011-11-16,300.8387830687832,0.0,778.5670329941147
2011-11-17,304.69063492063503,0.0,782.4188848459667
2011-11-18,308.5424867724869,0.0,786.2707366978184
2011-11-19,312.39433862433873,0.0,790.1225885496704
2011-11-20,316.2461904761906,0.0,793.9744404015221
2011-11-21,320.0980423280424,0.0,797.826292253374
2011-11-22,323.9498941798943,0.0,801.6781441052258
2011-11-23,327.8017460317461,0.0,805.5299959570777
2011-11-24,331.65359788359797,0.0,809.3818478089295
2011-11-25,335.5054497354498,0.0,813.2336996607814
2011-11-26,339.3573015873017,0.0,817.0855515126333
2011-11-27,343.20915343915357,0.0,820.9374033644851
2011-11-28,347.0610052910054,0.0,824.789255216337
2011-11-29,350.91285714285726,0.0,828.6411070681888
2011-11-30,354.7647089947091,0.0,832.4929589200407
2011-12-01,358.61656084656096,0.0,836.3448107718925
2011-12-02,362.4684126984128,0.0,840.1966626237444
