ds,yhat,yhat_lower,yhat_upper
2011-10-25,54.43783068783069,0.0,165.76353021701118
2011-10-26,53.69708994708995,0.0,165.02278947627042
2011-10-27,52.95634920634921,0.0,164.28204873552968
2011-10-28,52.21560846560847,0.0,163.54130799478895
2011-10-29,51.47486772486773,0.0,162.80056725404822
2011-10-30,50.73412698412699,0.0,162.05982651330748
2011-10-31,49.99338624338625,0.0,161.31908577256672
2011-11-01,49.25264550264551,0.0,160.578345031826
2011-11-02,48.511904761904766,0.0,159.83760429108526
2011-11-03,47.771164021164026,0.0,159.0968635503445
2011-11-04,47.030423280423285,0.0,158.35612280960376
2011-11-05,46.289682539682545,0.0,157.61538206886303
2011-11-06,45.5489417989418,0.0,156.87464132812227
2011-11-07,44.808201058201064,0.0,156.13390058738156
2011-11-08,44.067460317460316,0.0,155.3931598466408
2011-11-09,43.32671957671958,0.0,154.65241910590007
2011-11-10,42.585978835978835,0.0,153.91167836515933
2011-11-11,41.8452380952381,0.0,153.17093762441857
2011-11-12,41.104497354497354,0.0,152.43019688367784
2011-11-13,40.36375661375662,0.0,151.6894561429371
2011-11-14,39.62301587301587,0.0,150.94871540219634
2011-11-15,38.88227513227514,0.0,150.20797466145564
2011-11-16,38.14153439153439,0.0,149.46723392071488
2011-11-17,37.40079365079365,0.0,148.72649317997414
2011-11-18,36.66005291005291,0.0,147.9857524392334
2011-11-19,35.91931216931217,0.0,147.24501169849265
2011-11-20,35.17857142857143,0.0,146.5042709577519
2011-11-21,34.43783068783069,0.0,145.76353021701118
2011-11-22,33.69708994708995,0.0,145.02278947627042
2011-11-23,32.95634920634921,0.0,144.28204873552968
