ds,yhat,yhat_lower,yhat_upper
2011-11-05,137.11164021164006,0.0,306.2895385016974
2011-11-06,118.83756613756614,0.0,288.01546442762344
2011-11-07,100.5634920634922,0.0,269.74139035354955
2011-11-08,82.28941798941828,0.0,251.4673162794756
2011-11-09,64.01534391534436,0.0,233.1932422054017
2011-11-10,45.74126984127042,0.0,214.91916813132775
2011-11-11,27.4671957671965,0.0,196.64509405725383
2011-11-12,9.193121693122578,0.0,178.3710199831799
2011-11-13,0.0,0.0,169.17789829005733
2011-11-14,0.0,0.0,169.17789829005733
2011-11-15,0.0,0.0,169.17789829005733
2011-11-16,0.0,0.0,169.17789829005733
2011-11-17,0.0,0.0,169.17789829005733
2011-11-18,0.0,0.0,169.17789829005733
2011-11-19,0.0,0.0,169.17789829005733
2011-11-20,0.0,0.0,169.17789829005733
2011-11-21,0.0,0.0,169.17789829005733
2011-11-22,0.0,0.0,169.17789829005733
2011-11-23,0.0,0.0,169.17789829005733
2011-11-24,0.0,0.0,169.17789829005733
2011-11-25,0.0,0.0,169.17789829005733
2011-11-26,0.0,0.0,169.17789829005733
2011-11-27,0.0,0.0,169.17789829005733
2011-11-28,0.0,0.0,169.17789829005733
2011-11-29,0.0,0.0,169.17789829005733
2011-11-30,0.0,0.0,169.17789829005733
2011-12-01,0.0,0.0,169.17789829005733
2011-12-02,0.0,0.0,169.17789829005733
2011-12-03,0.0,0.0,169.17789829005733
2011-12-04,0.0,0.0,169.17789829005733
