ds,yhat,yhat_lower,yhat_upper
2011-10-19,141.95238095238093,0.0,363.2771560785653
2011-10-20,144.61904761904762,0.0,365.94382274523207
2011-10-21,147.28571428571428,0.0,368.6104894118987
2011-10-22,149.95238095238093,0.0,371.2771560785653
2011-10-23,152.61904761904762,0.0,373.94382274523207
2011-10-24,155.28571428571428,0.0,376.6104894118987
2011-10-25,157.95238095238093,0.0,379.2771560785653
2011-10-26,160.61904761904762,0.0,381.94382274523207
2011-10-27,163.28571428571428,0.0,384.6104894118987
2011-10-28,165.95238095238093,0.0,387.2771560785653
2011-10-29,168.61904761904762,0.0,389.94382274523207
2011-10-30,171.28571428571428,0.0,392.6104894118987
2011-10-31,173.95238095238093,0.0,395.2771560785653
2011-11-01,176.6190476190476,0.0,397.943822745232
2011-11-02,179.28571428571428,0.0,400.6104894118987
2011-11-03,181.95238095238093,0.0,403.2771560785653
2011-11-04,184.6190476190476,0.0,405.943822745232
2011-11-05,187.28571428571428,0.0,408.6104894118987
2011-11-06,189.95238095238093,0.0,411.2771560785653
2011-11-07,192.6190476190476,0.0,413.943822745232
2011-11-08,195.28571428571428,0.0,416.6104894118987
2011-11-09,197.95238095238093,0.0,419.2771560785653
2011-11-10,200.6190476190476,0.0,421.943822745232
2011-11-11,203.28571428571428,0.0,424.6104894118987
2011-11-12,205.95238095238093,0.0,427.2771560785653
2011-11-13,208.6190476190476,0.0,429.943822745232
2011-11-14,211.28571428571428,0.0,432.6104894118987
2011-11-15,213.95238095238093,0.0,435.2771560785653
2011-11-16,216.6190476190476,0.0,437.943822745232
2011-11-17,219.28571428571428,0.0,440.6104894118987
