ds,yhat,yhat_lower,yhat_upper
2011-11-07,124.0952380952381,29.080842082131497,219.10963410834472
2011-11-08,125.76190476190476,30.747508748798154,220.77630077501135
2011-11-09,127.42857142857143,32.414175415464825,222.44296744167804
2011-11-10,129.0952380952381,34.0808420821315,224.10963410834472
2011-11-11,130.76190476190476,35.747508748798154,225.77630077501135
2011-11-12,132.42857142857144,37.41417541546484,227.44296744167804
2011-11-13,134.0952380952381,39.0808420821315,229.10963410834472
2011-11-14,135.76190476190476,40.747508748798154,230.77630077501135
2011-11-15,137.42857142857144,42.41417541546484,232.44296744167804
2011-11-16,139.0952380952381,44.0808420821315,234.10963410834472
2011-11-17,140.76190476190476,45.747508748798154,235.77630077501135
2011-11-18,142.42857142857144,47.41417541546484,237.44296744167804
2011-11-19,144.0952380952381,49.0808420821315,239.10963410834472
2011-11-20,145.76190476190476,50.747508748798154,240.77630077501135
2011-11-21,147.42857142857144,52.41417541546484,242.44296744167804
2011-11-22,149.0952380952381,54.0808420821315,244.10963410834472
2011-11-23,150.76190476190476,55.747508748798154,245.77630077501135
2011-11-24,152.42857142857144,57.41417541546484,247.44296744167804
2011-11-25,154.0952380952381,59.0808420821315,249.10963410834472
2011-11-26,155.76190476190476,60.747508748798154,250.77630077501135
2011-11-27,157.42857142857144,62.41417541546484,252.44296744167804
2011-11-28,159.0952380952381,64.0808420821315,254.10963410834472
2011-11-29,160.76190476190476,65.74750874879815,255.77630077501135
2011-11-30,162.42857142857144,67.41417541546484,257.44296744167804
2011-12-01,164.0952380952381,69.0808420821315,259.1096341083447
2011-12-02,165.76190476190476,70.74750874879815,260.77630077501135
2011-12-03,167.42857142857144,72.41417541546484,262.44296744167804
2011-12-04,169.0952380952381,74.0808420821315,264.1096341083447
2011-12-05,170.76190476190476,75.74750874879815,265.77630077501135
2011-12-06,172.42857142857144,77.41417541546484,267.44296744167804
