ds,yhat,yhat_lower,yhat_upper
2011-11-05,52.675925925925924,0.0,178.28868329879316
2011-11-06,52.601851851851855,0.0,178.2146092247191
2011-11-07,52.52777777777778,0.0,178.14053515064504
2011-11-08,52.4537037037037,0.0,178.06646107657096
2011-11-09,52.379629629629626,0.0,177.99238700249688
2011-11-10,52.30555555555556,0.0,177.9183129284228
2011-11-11,52.23148148148148,0.0,177.84423885434873
2011-11-12,52.157407407407405,0.0,177.77016478027465
2011-11-13,52.083333333333336,0.0,177.69609070620058
2011-11-14,52.00925925925926,0.0,177.6220166321265
2011-11-15,51.93518518518518,0.0,177.54794255805243
2011-11-16,51.861111111111114,0.0,177.47386848397838
2011-11-17,51.78703703703704,0.0,177.3997944099043
2011-11-18,51.71296296296296,0.0,177.32572033583023
2011-11-19,51.638888888888886,0.0,177.25164626175615
2011-11-20,51.56481481481482,0.0,177.17757218768207
2011-11-21,51.49074074074074,0.0,177.103498113608
2011-11-22,51.416666666666664,0.0,177.02942403953392
2011-11-23,51.342592592592595,0.0,176.95534996545985
2011-11-24,51.26851851851852,0.0,176.88127589138577
2011-11-25,51.19444444444444,0.0,176.8072018173117
2011-11-26,51.120370370370374,0.0,176.73312774323762
2011-11-27,51.0462962962963,0.0,176.65905366916354
2011-11-28,50.97222222222222,0.0,176.58497959508946
2011-11-29,50.898148148148145,0.0,176.5109055210154
2011-11-30,50.824074074074076,0.0,176.4368314469413
2011-12-01,50.75,0.0,176.36275737286724
2011-12-02,50.675925925925924,0.0,176.28868329879316
2011-12-03,50.601851851851855,0.0,176.2146092247191
2011-12-04,50.52777777777778,0.0,176.14053515064504
