ds,yhat,yhat_lower,yhat_upper
2011-10-31,146.03571428571428,0.0,319.8903752002067
2011-11-01,146.03571428571428,0.0,319.8903752002067
2011-11-02,146.03571428571428,0.0,319.8903752002067
2011-11-03,146.03571428571428,0.0,319.8903752002067
2011-11-04,146.03571428571428,0.0,319.8903752002067
2011-11-05,146.03571428571428,0.0,319.8903752002067
2011-11-06,146.03571428571428,0.0,319.8903752002067
2011-11-07,146.03571428571428,0.0,319.8903752002067
2011-11-08,146.03571428571428,0.0,319.8903752002067
2011-11-09,146.03571428571428,0.0,319.8903752002067
2011-11-10,146.03571428571428,0.0,319.8903752002067
2011-11-11,146.03571428571428,0.0,319.8903752002067
2011-11-12,146.03571428571428,0.0,319.8903752002067
2011-11-13,146.03571428571428,0.0,319.8903752002067
2011-11-14,146.03571428571428,0.0,319.8903752002067
2011-11-15,146.03571428571428,0.0,319.8903752002067
2011-11-16,146.03571428571428,0.0,319.8903752002067
2011-11-17,146.03571428571428,0.0,319.8903752002067
2011-11-18,146.03571428571428,0.0,319.8903752002067
2011-11-19,146.03571428571428,0.0,319.8903752002067
2011-11-20,146.03571428571428,0.0,319.8903752002067
2011-11-21,146.03571428571428,0.0,319.8903752002067
2011-11-22,146.03571428571428,0.0,319.8903752002067
2011-11-23,146.03571428571428,0.0,319.8903752002067
2011-11-24,146.03571428571428,0.0,319.8903752002067
2011-11-25,146.03571428571428,0.0,319.8903752002067
2011-11-26,146.03571428571428,0.0,319.8903752002067
2011-11-27,146.03571428571428,0.0,319.8903752002067
2011-11-28,146.03571428571428,0.0,319.8903752002067
2011-11-29,146.03571428571428,0.0,319.8903752002067
