ds,yhat,yhat_lower,yhat_upper
2011-11-05,104.68253968253968,0.0,214.13417912051875
2011-11-06,105.7936507936508,0.0,215.2452902316299
2011-11-07,106.9047619047619,0.0,216.35640134274098
2011-11-08,108.01587301587301,0.0,217.4675124538521
2011-11-09,109.12698412698413,0.0,218.5786235649632
2011-11-10,110.23809523809524,0.7864558001161583,219.68973467607432
2011-11-11,111.34920634920636,1.8975669112272726,220.80084578718544
2011-11-12,112.46031746031746,3.0086780223383727,221.91195689829652
2011-11-13,113.57142857142857,4.119789133449487,223.02306800940767
2011-11-14,114.68253968253968,5.230900244560601,224.13417912051875
2011-11-15,115.7936507936508,6.3420113556717155,225.2452902316299
2011-11-16,116.9047619047619,7.4531224667828155,226.35640134274098
2011-11-17,118.01587301587301,8.56423357789393,227.4675124538521
2011-11-18,119.12698412698413,9.675344689005044,228.5786235649632
2011-11-19,120.23809523809524,10.786455800116158,229.68973467607432
2011-11-20,121.34920634920636,11.897566911227273,230.80084578718544
2011-11-21,122.46031746031746,13.008678022338373,231.91195689829652
2011-11-22,123.57142857142857,14.119789133449487,233.02306800940767
2011-11-23,124.68253968253968,15.230900244560601,234.13417912051875
2011-11-24,125.79365079365078,16.3420113556717,235.24529023162987
2011-11-25,126.9047619047619,17.453122466782816,236.35640134274098
2011-11-26,128.015873015873,18.56423357789393,237.4675124538521
2011-11-27,129.12698412698413,19.675344689005044,238.5786235649632
2011-11-28,130.23809523809524,20.78645580011616,239.68973467607432
2011-11-29,131.34920634920636,21.897566911227273,240.80084578718544
2011-11-30,132.46031746031747,23.008678022338387,241.91195689829655
2011-12-01,133.57142857142856,24.119789133449473,243.02306800940764
2011-12-02,134.6825396825397,25.230900244560615,244.13417912051878
2011-12-03,135.79365079365078,26.3420113556717,245.24529023162987
2011-12-04,136.9047619047619,27.453122466782816,246.35640134274098
