ds,yhat,yhat_lower,yhat_upper
2011-11-04,73.58465608465607,0.0,177.2641326575722
2011-11-05,76.95502645502646,0.0,180.63450302794257
2011-11-06,80.32539682539682,0.0,184.00487339831295
2011-11-07,83.69576719576719,0.0,187.3752437686833
2011-11-08,87.06613756613756,0.0,190.74561413905366
2011-11-09,90.43650793650792,0.0,194.11598450942404
2011-11-10,93.8068783068783,0.0,197.48635487979442
2011-11-11,97.17724867724867,0.0,200.8567252501648
2011-11-12,100.54761904761904,0.0,204.22709562053515
2011-11-13,103.91798941798942,0.23851284507330206,207.59746599090553
2011-11-14,107.28835978835978,3.6088832154436687,210.9678363612759
2011-11-15,110.65873015873015,6.979253585814035,214.33820673164627
2011-11-16,114.02910052910052,10.349623956184402,217.70857710201665
2011-11-17,117.39947089947088,13.719994326554769,221.078947472387
2011-11-18,120.76984126984127,17.09036469692515,224.44931784275738
2011-11-19,124.14021164021163,20.460735067295516,227.81968821312773
2011-11-20,127.510582010582,23.831105437665883,231.19005858349811
2011-11-21,130.88095238095238,27.201475808036264,234.5604289538685
2011-11-22,134.25132275132273,30.571846178406616,237.93079932423885
2011-11-23,137.6216931216931,33.942216548777,241.30116969460923
2011-11-24,140.9920634920635,37.31258691914738,244.6715400649796
2011-11-25,144.36243386243387,40.68295728951776,248.04191043535
2011-11-26,147.73280423280423,44.05332765988811,251.41228080572034
2011-11-27,151.10317460317458,47.423698030258464,254.7826511760907
2011-11-28,154.47354497354496,50.794068400628845,258.1530215464611
2011-11-29,157.84391534391534,54.164438770999226,261.52339191683143
2011-11-30,161.21428571428572,57.53480914136961,264.89376228720187
2011-12-01,164.58465608465607,60.90517951173996,268.2641326575722
2011-12-02,167.95502645502643,64.27554988211031,271.6345030279425
2011-12-03,171.3253968253968,67.64592025248069,275.00487339831295
