ds,yhat,yhat_lower,yhat_upper
2011-11-07,72.84920634920633,0.0,172.3378725830778
2011-11-08,59.62698412698413,0.0,159.11565036085557
2011-11-09,46.40476190476193,0.0,145.8934281386334
2011-11-10,33.18253968253974,0.0,132.6712059164112
2011-11-11,19.96031746031754,0.0,119.448983694189
2011-11-12,6.7380952380953545,0.0,106.22676147196681
2011-11-13,0.0,0.0,99.48866623387146
2011-11-14,0.0,0.0,99.48866623387146
2011-11-15,0.0,0.0,99.48866623387146
2011-11-16,0.0,0.0,99.48866623387146
2011-11-17,0.0,0.0,99.48866623387146
2011-11-18,0.0,0.0,99.48866623387146
2011-11-19,0.0,0.0,99.48866623387146
2011-11-20,0.0,0.0,99.48866623387146
2011-11-21,0.0,0.0,99.48866623387146
2011-11-22,0.0,0.0,99.48866623387146
2011-11-23,0.0,0.0,99.48866623387146
2011-11-24,0.0,0.0,99.48866623387146
2011-11-25,0.0,0.0,99.48866623387146
2011-11-26,0.0,0.0,99.48866623387146
2011-11-27,0.0,0.0,99.48866623387146
2011-11-28,0.0,0.0,99.48866623387146
2011-11-29,0.0,0.0,99.48866623387146
2011-11-30,0.0,0.0,99.48866623387146
2011-12-01,0.0,0.0,99.48866623387146
2011-12-02,0.0,0.0,99.48866623387146
2011-12-03,0.0,0.0,99.48866623387146
2011-12-04,0.0,0.0,99.48866623387146
2011-12-05,0.0,0.0,99.48866623387146
2011-12-06,0.0,0.0,99.48866623387146
